CPU counts:  24
gradient ascent n=300, tries=300, d=5, alpha=[0.26675964 0.23859708 0.20663113 0.16871361 0.11929854]
MLE tableau: [94.82789265 66.77912322 46.18956161 46.18933909 46.01408342] with error 0.0834
EYD tableau: [93, 66, 60, 52, 29] with error 0.0479
MLE tableau: [84.82789265 60.61408342 60.58933909 60.57912322 33.38956161] with error 0.0492
EYD tableau: [97, 80, 54, 42, 27] with error 0.0846
MLE tableau: [85.22789265 85.17912322 48.81408342 48.78933909 31.98956161] with error 0.0627
EYD tableau: [98, 66, 55, 45, 36] with error 0.0606
MLE tableau: [93.02789265 51.78956161 51.78933909 51.77912322 51.61408342] with error 0.1
EYD tableau: [91, 69, 65, 42, 33] with error 0.0466
MLE tableau: [72.37912322 72.22789265 72.18933909 41.61408342 41.58956161] with error 0.0555
EYD tableau: [94, 69, 58, 50, 29] with error 0.0466
MLE tableau: [86.62789265 60.01408342 59.98933909 59.97912322 33.38956161] with error 0.0532
EYD tableau: [107, 77, 47, 40, 29] with error 0.108
MLE tableau: [102.02789265  76.77912322  40.41408342  40.38956161  40.38933909] with error 0.106
EYD tableau: [94, 67, 59, 47, 33] with error 0.0466
MLE tableau: [87.42789265 57.17912322 57.01408342 56.98933909 41.38956161] with error 0.0646
EYD tableau: [92, 79, 55, 43, 31] with error 0.0646
MLE tableau: [81.62789265 81.57912322 48.18933909 48.01408342 40.58956161] with error 0.0547
EYD tableau: [89, 74, 63, 45, 29] with error 0.0413
MLE tableau: [72.42789265 72.38933909 72.37912322 49.01408342 33.78956161] with error 0.0373
EYD tableau: [93, 71, 58, 44, 34] with error 0.0432
MLE tableau: [85.42789265 62.18933909 62.17912322 45.18956161 45.01408342] with error 0.0494
EYD tableau: [89, 78, 64, 48, 21] with error 0.058
MLE tableau: [73.38933909 73.37912322 73.22789265 57.01408342 22.98956161] with error 0.0648
EYD tableau: [88, 76, 57, 44, 35] with error 0.0413
MLE tableau: [76.82789265 76.77912322 48.81408342 48.78956161 48.78933909] with error 0.0607
EYD tableau: [97, 75, 64, 38, 26] with error 0.0747
MLE tableau: [86.62789265 72.18933909 72.17912322 34.58956161 34.41408342] with error 0.058
EYD tableau: [108, 70, 59, 35, 28] with error 0.0932
MLE tableau: [103.82789265  63.78933909  63.77912322  34.38956161  34.21408342] with error 0.0853
EYD tableau: [89, 74, 66, 43, 28] with error 0.0513
MLE tableau: [74.02789265 73.98933909 73.97912322 45.01408342 32.98956161] with error 0.048
EYD tableau: [106, 69, 49, 45, 31] with error 0.0866
MLE tableau: [102.02789265  63.57912322  44.81408342  44.78956161  44.78933909] with error 0.1033
EYD tableau: [94, 72, 60, 44, 30] with error 0.048
MLE tableau: [85.62789265 65.38933909 65.37912322 47.41408342 36.18956161] with error 0.0313
EYD tableau: [88, 73, 66, 46, 27] with error 0.0447
MLE tableau: [72.42789265 72.38933909 72.37912322 52.21408342 30.58956161] with error 0.0427
EYD tableau: [98, 66, 62, 49, 25] with error 0.0599
MLE tableau: [92.02789265 60.01408342 59.98933909 59.97912322 27.98956161] with error 0.0712
EYD tableau: [96, 75, 61, 41, 27] with error 0.0646
MLE tableau: [87.02789265 69.37912322 69.18933909 41.81408342 32.58956161] with error 0.0473
EYD tableau: [90, 69, 53, 51, 37] with error 0.0386
MLE tableau: [82.22789265 54.57912322 54.41408342 54.38956161 54.38933909] with error 0.0819
EYD tableau: [89, 81, 60, 40, 30] with error 0.0613
MLE tableau: [74.62789265 74.58933909 74.57912322 38.18956161 38.01408342] with error 0.0594
EYD tableau: [90, 70, 56, 47, 37] with error 0.0373
MLE tableau: [82.22789265 54.57912322 54.41408342 54.38956161 54.38933909] with error 0.0819
EYD tableau: [98, 78, 56, 39, 29] with error 0.0813
MLE tableau: [84.42789265 84.37912322 55.78933909 37.78956161 37.61408342] with error 0.0634
EYD tableau: [97, 64, 57, 49, 33] with error 0.0566
MLE tableau: [91.82789265 52.17912322 52.01408342 51.98956161 51.98933909] with error 0.0979
EYD tableau: [92, 75, 56, 44, 33] with error 0.0513
MLE tableau: [79.02789265 78.97912322 47.38956161 47.38933909 47.21408342] with error 0.0627
EYD tableau: [97, 82, 47, 38, 36] with error 0.092
MLE tableau: [86.77912322 86.62789265 42.21408342 42.18956161 42.18933909] with error 0.094
EYD tableau: [86, 74, 63, 50, 27] with error 0.0313
MLE tableau: [67.57912322 67.42789265 67.41408342 67.38933909 30.18956161] with error 0.074
EYD tableau: [98, 72, 57, 38, 35] with error 0.0613
MLE tableau: [92.02789265 62.98933909 62.97912322 41.01408342 40.98956161] with error 0.0606
EYD tableau: [89, 81, 58, 40, 32] with error 0.0613
MLE tableau: [80.17912322 80.02789265 59.78933909 40.01408342 39.98956161] with error 0.0427
EYD tableau: [93, 73, 64, 49, 21] with error 0.0547
MLE tableau: [81.82789265 65.17912322 65.01408342 64.98933909 22.98956161] with error 0.064
EYD tableau: [88, 69, 57, 50, 36] with error 0.0273
MLE tableau: [78.62789265 55.38956161 55.38933909 55.37912322 55.21408342] with error 0.0806
EYD tableau: [91, 69, 63, 51, 26] with error 0.0412
MLE tableau: [77.82789265 64.41408342 64.38933909 64.37912322 28.98956161] with error 0.0539
EYD tableau: [88, 76, 53, 48, 35] with error 0.0413
MLE tableau: [76.82789265 76.77912322 48.81408342 48.78956161 48.78933909] with error 0.0607
EYD tableau: [101, 72, 55, 40, 32] with error 0.0713
MLE tableau: [95.82789265 67.57912322 54.18933909 41.21408342 41.18956161] with error 0.0707
EYD tableau: [84, 74, 62, 57, 23] with error 0.0426
MLE tableau: [68.77912322 68.62789265 68.61408342 68.58933909 25.38956161] with error 0.082
EYD tableau: [83, 76, 65, 42, 34] with error 0.0347
MLE tableau: [71.82789265 71.78933909 71.77912322 42.38956161 42.21408342] with error 0.0547
EYD tableau: [91, 73, 55, 44, 37] with error 0.0453
MLE tableau: [76.82789265 76.77912322 48.81408342 48.78956161 48.78933909] with error 0.0607
EYD tableau: [98, 68, 57, 46, 31] with error 0.0599
MLE tableau: [92.62789265 56.77912322 56.61408342 56.58933909 37.38956161] with error 0.0673
EYD tableau: [84, 68, 61, 46, 41] with error 0.0306
MLE tableau: [60.02789265 60.01408342 59.98956161 59.98933909 59.97912322] with error 0.1119
EYD tableau: [97, 68, 56, 49, 30] with error 0.0566
MLE tableau: [91.22789265 57.81408342 57.78933909 57.77912322 35.38956161] with error 0.0612
EYD tableau: [93, 78, 55, 42, 32] with error 0.0646
MLE tableau: [81.77912322 81.62789265 45.58956161 45.58933909 45.41408342] with error 0.0714
EYD tableau: [91, 75, 60, 46, 28] with error 0.048
MLE tableau: [76.37912322 76.22789265 61.58933909 53.81408342 31.98956161] with error 0.0262
EYD tableau: [89, 74, 65, 44, 28] with error 0.048
MLE tableau: [73.42789265 73.38933909 73.37912322 47.21408342 32.58956161] with error 0.044
EYD tableau: [83, 75, 63, 50, 29] with error 0.0247
MLE tableau: [66.82789265 66.81408342 66.78933909 66.77912322 32.78956161] with error 0.0699
EYD tableau: [88, 68, 56, 46, 42] with error 0.0473
MLE tableau: [78.62789265 55.38956161 55.38933909 55.37912322 55.21408342] with error 0.0806
EYD tableau: [83, 71, 61, 54, 31] with error 0.0212
MLE tableau: [66.17912322 66.02789265 66.01408342 65.98933909 35.78956161] with error 0.0647
EYD tableau: [102, 70, 64, 40, 24] with error 0.0799
MLE tableau: [96.22789265 66.78933909 66.77912322 42.41408342 27.78956161] with error 0.07
EYD tableau: [98, 73, 53, 43, 33] with error 0.0646
MLE tableau: [91.62789265 70.97912322 45.81408342 45.78956161 45.78933909] with error 0.072
EYD tableau: [92, 68, 59, 49, 32] with error 0.0399
MLE tableau: [84.02789265 59.21408342 59.18933909 59.17912322 38.38956161] with error 0.0506
EYD tableau: [87, 75, 62, 44, 32] with error 0.0347
MLE tableau: [71.82789265 71.78933909 71.77912322 42.38956161 42.21408342] with error 0.0547
EYD tableau: [85, 74, 57, 45, 39] with error 0.0353
MLE tableau: [72.02789265 71.97912322 52.01408342 51.98956161 51.98933909] with error 0.0599
EYD tableau: [87, 83, 51, 43, 36] with error 0.062
MLE tableau: [81.02789265 80.97912322 46.01408342 45.98956161 45.98933909] with error 0.0687
EYD tableau: [83, 73, 59, 54, 31] with error 0.0259
MLE tableau: [66.17912322 66.02789265 66.01408342 65.98933909 35.78956161] with error 0.0647
EYD tableau: [85, 77, 53, 50, 35] with error 0.0346
MLE tableau: [75.02789265 74.97912322 50.01408342 49.98956161 49.98933909] with error 0.0587
EYD tableau: [89, 87, 61, 35, 28] with error 0.0813
MLE tableau: [82.42789265 82.37912322 67.38933909 33.98956161 33.81408342] with error 0.062
EYD tableau: [85, 73, 62, 49, 31] with error 0.0213
MLE tableau: [66.17912322 66.02789265 66.01408342 65.98933909 35.78956161] with error 0.0647
EYD tableau: [93, 79, 58, 45, 25] with error 0.068
MLE tableau: [81.42789265 81.37912322 54.58933909 54.41408342 28.18956161] with error 0.05
EYD tableau: [100, 74, 58, 48, 20] with error 0.0746
MLE tableau: [94.02789265 61.38933909 61.37912322 61.21408342 21.98956161] with error 0.082
EYD tableau: [97, 73, 64, 40, 26] with error 0.068
MLE tableau: [88.02789265 70.17912322 69.98933909 40.61408342 31.18956161] with error 0.0533
EYD tableau: [103, 73, 53, 42, 29] with error 0.0813
MLE tableau: [98.02789265 70.17912322 47.61408342 47.58933909 36.58956161] with error 0.0627
EYD tableau: [96, 76, 59, 44, 25] with error 0.068
MLE tableau: [85.82789265 76.37912322 58.58933909 51.01408342 28.18956161] with error 0.0367
EYD tableau: [83, 76, 65, 48, 28] with error 0.0347
MLE tableau: [67.18933909 67.17912322 67.02789265 67.01408342 31.58956161] with error 0.0715
EYD tableau: [91, 73, 59, 46, 31] with error 0.0413
MLE tableau: [79.62789265 70.97912322 56.41408342 56.38933909 36.58956161] with error 0.0219
EYD tableau: [103, 66, 62, 43, 26] with error 0.0766
MLE tableau: [98.42789265 57.38933909 57.37912322 57.21408342 29.58956161] with error 0.0833
EYD tableau: [93, 77, 54, 48, 28] with error 0.0613
MLE tableau: [80.42789265 80.37912322 53.41408342 53.38933909 32.38956161] with error 0.0399
EYD tableau: [89, 72, 64, 45, 30] with error 0.038
MLE tableau: [71.98933909 71.97912322 71.82789265 48.61408342 35.58956161] with error 0.0341
EYD tableau: [98, 68, 63, 47, 24] with error 0.0633
MLE tableau: [91.82789265 60.57912322 60.41408342 60.38933909 26.78956161] with error 0.0719
EYD tableau: [89, 68, 63, 49, 31] with error 0.0333
MLE tableau: [75.02789265 63.17912322 63.01408342 62.98933909 35.78956161] with error 0.0447
EYD tableau: [84, 69, 61, 53, 33] with error 0.0212
MLE tableau: [65.37912322 65.22789265 65.21408342 65.18933909 38.98956161] with error 0.07
EYD tableau: [87, 74, 57, 52, 30] with error 0.0359
MLE tableau: [66.57912322 66.42789265 66.41408342 66.38933909 34.18956161] with error 0.0673
EYD tableau: [89, 73, 68, 41, 29] with error 0.0547
MLE tableau: [74.62789265 74.58933909 74.57912322 38.18956161 38.01408342] with error 0.0594
EYD tableau: [93, 76, 61, 39, 31] with error 0.058
MLE tableau: [76.42789265 76.37912322 70.78933909 38.21408342 38.18956161] with error 0.0533
EYD tableau: [100, 72, 53, 45, 30] with error 0.068
MLE tableau: [94.62789265 67.77912322 50.21408342 50.18933909 37.18956161] with error 0.0533
EYD tableau: [82, 72, 59, 47, 40] with error 0.022
MLE tableau: [60.02789265 60.01408342 59.98956161 59.98933909 59.97912322] with error 0.1119
EYD tableau: [86, 77, 62, 44, 31] with error 0.038
MLE tableau: [72.37912322 72.22789265 72.18933909 43.01408342 40.18956161] with error 0.0508
EYD tableau: [85, 71, 63, 46, 35] with error 0.0199
MLE tableau: [68.82789265 68.78933909 68.77912322 46.81408342 46.78956161] with error 0.0593
EYD tableau: [100, 72, 57, 48, 23] with error 0.068
MLE tableau: [94.42789265 60.01408342 59.98933909 59.97912322 25.58956161] with error 0.0792
EYD tableau: [97, 75, 57, 39, 32] with error 0.068
MLE tableau: [89.02789265 73.57912322 58.18933909 39.61408342 39.58956161] with error 0.0493
EYD tableau: [95, 75, 61, 40, 29] with error 0.0613
MLE tableau: [85.02789265 69.97912322 69.78933909 37.61408342 37.58956161] with error 0.0487
EYD tableau: [84, 77, 62, 50, 27] with error 0.0313
MLE tableau: [67.57912322 67.42789265 67.41408342 67.38933909 30.18956161] with error 0.074
EYD tableau: [88, 74, 61, 50, 27] with error 0.0346
MLE tableau: [67.57912322 67.42789265 67.41408342 67.38933909 30.18956161] with error 0.074
EYD tableau: [84, 80, 58, 45, 33] with error 0.0413
MLE tableau: [75.57912322 75.42789265 59.98933909 44.58956161 44.41408342] with error 0.0416
EYD tableau: [93, 82, 57, 49, 19] with error 0.078
MLE tableau: [82.82789265 82.77912322 56.81408342 56.78933909 20.78956161] with error 0.0673
EYD tableau: [98, 74, 52, 43, 33] with error 0.068
MLE tableau: [91.02789265 73.17912322 45.38933909 45.21408342 45.18956161] with error 0.0733
EYD tableau: [91, 78, 64, 44, 23] with error 0.0647
MLE tableau: [75.42789265 75.38933909 75.37912322 48.21408342 25.58956161] with error 0.0573
EYD tableau: [95, 69, 57, 41, 38] with error 0.0573
MLE tableau: [89.22789265 57.77912322 51.01408342 50.98956161 50.98933909] with error 0.0826
EYD tableau: [90, 79, 59, 49, 23] with error 0.058
MLE tableau: [77.82789265 77.77912322 59.58933909 59.41408342 25.38956161] with error 0.05
EYD tableau: [92, 69, 61, 50, 28] with error 0.0399
MLE tableau: [82.62789265 61.97912322 61.81408342 61.78933909 31.78956161] with error 0.0459
EYD tableau: [91, 76, 58, 47, 28] with error 0.0513
MLE tableau: [77.62789265 77.57912322 56.41408342 56.38933909 31.98956161] with error 0.0393
EYD tableau: [94, 82, 62, 37, 25] with error 0.0813
MLE tableau: [81.22789265 81.17912322 70.98933909 33.38956161 33.21408342] with error 0.066
EYD tableau: [91, 80, 54, 44, 31] with error 0.0646
MLE tableau: [81.77912322 81.62789265 45.58956161 45.58933909 45.41408342] with error 0.0714
EYD tableau: [88, 72, 67, 42, 31] with error 0.0447
MLE tableau: [73.22789265 73.18933909 73.17912322 40.21408342 40.18956161] with error 0.0573
EYD tableau: [88, 71, 62, 47, 32] with error 0.0266
MLE tableau: [69.18933909 69.17912322 69.02789265 54.81408342 37.78956161] with error 0.0441
EYD tableau: [91, 76, 61, 44, 28] with error 0.0513
MLE tableau: [73.42789265 73.38933909 73.37912322 47.21408342 32.58956161] with error 0.044
EYD tableau: [85, 73, 60, 48, 34] with error 0.0213
MLE tableau: [64.97912322 64.82789265 64.81408342 64.78933909 40.58956161] with error 0.0727
EYD tableau: [83, 74, 70, 45, 28] with error 0.0447
MLE tableau: [72.78933909 72.77912322 72.62789265 49.61408342 32.18956161] with error 0.0395
EYD tableau: [101, 75, 60, 39, 25] with error 0.0813
MLE tableau: [94.82789265 67.78933909 67.77912322 39.81408342 29.78956161] with error 0.0686
EYD tableau: [85, 75, 72, 40, 28] with error 0.0613
MLE tableau: [75.42789265 75.38933909 75.37912322 36.98956161 36.81408342] with error 0.0607
EYD tableau: [76, 69, 64, 52, 39] with error 0.022
MLE tableau: [60.02789265 60.01408342 59.98956161 59.98933909 59.97912322] with error 0.1119
EYD tableau: [86, 75, 68, 43, 28] with error 0.0513
MLE tableau: [74.02789265 73.98933909 73.97912322 45.01408342 32.98956161] with error 0.048
EYD tableau: [89, 69, 59, 49, 34] with error 0.0299
MLE tableau: [78.82789265 59.78933909 59.77912322 59.61408342 41.98956161] with error 0.0507
EYD tableau: [82, 77, 58, 44, 39] with error 0.0353
MLE tableau: [67.38933909 67.37912322 67.22789265 49.01408342 48.98956161] with error 0.0615
EYD tableau: [104, 70, 54, 45, 27] with error 0.0799
MLE tableau: [99.62789265 56.41408342 56.38933909 56.37912322 31.18956161] with error 0.0846
EYD tableau: [97, 64, 56, 45, 38] with error 0.0639
MLE tableau: [91.82789265 52.17912322 52.01408342 51.98956161 51.98933909] with error 0.0979
EYD tableau: [93, 66, 55, 47, 39] with error 0.0539
MLE tableau: [86.62789265 53.38956161 53.38933909 53.37912322 53.21408342] with error 0.0893
EYD tableau: [99, 71, 60, 44, 26] with error 0.0632
MLE tableau: [93.22789265 62.58933909 62.57912322 52.01408342 29.58956161] with error 0.0506
EYD tableau: [101, 71, 61, 34, 33] with error 0.0699
MLE tableau: [95.22789265 65.78933909 65.77912322 36.61408342 36.58956161] with error 0.066
EYD tableau: [94, 64, 56, 50, 36] with error 0.0473
MLE tableau: [88.02789265 53.01408342 52.98956161 52.98933909 52.97912322] with error 0.0919
EYD tableau: [96, 72, 57, 45, 30] with error 0.0546
MLE tableau: [89.62789265 64.77912322 55.18933909 55.01408342 35.38956161] with error 0.0467
EYD tableau: [93, 71, 57, 46, 33] with error 0.0432
MLE tableau: [85.82789265 61.57912322 55.81408342 55.78933909 40.98956161] with error 0.0539
EYD tableau: [86, 72, 60, 48, 34] with error 0.0213
MLE tableau: [66.58933909 66.57912322 66.42789265 59.61408342 40.78956161] with error 0.0615
EYD tableau: [93, 70, 61, 45, 31] with error 0.0432
MLE tableau: [84.82789265 63.18933909 63.17912322 51.81408342 36.98956161] with error 0.028
EYD tableau: [87, 73, 57, 55, 28] with error 0.0426
MLE tableau: [67.18933909 67.17912322 67.02789265 67.01408342 31.58956161] with error 0.0715
EYD tableau: [82, 74, 65, 54, 25] with error 0.036
MLE tableau: [68.17912322 68.02789265 68.01408342 67.98933909 27.78956161] with error 0.078
EYD tableau: [94, 78, 67, 34, 27] with error 0.0847
MLE tableau: [78.37912322 78.22789265 78.18933909 32.61408342 32.58956161] with error 0.0762
EYD tableau: [85, 67, 61, 55, 32] with error 0.0312
MLE tableau: [65.78933909 65.77912322 65.62789265 65.61408342 37.18956161] with error 0.0668
summary: d=5 has EYD error 0.05132811657626715 and MLE error 0.060496048330728275 with runtime 105.68901348114014
gradient ascent n=300, tries=300, d=6, alpha=[0.22613829 0.20643507 0.18464114 0.15990392 0.130561   0.09232057]
EYD tableau: [79, 70, 58, 42, 31, 20] with error 0.0728
MLE tableau: [65.44148749 65.39234258 65.33052172 40.17117585 38.16830106 25.49617129] with error 0.0447
EYD tableau: [76, 68, 54, 48, 32, 22] with error 0.0475
MLE tableau: [59.33052172 59.24148749 59.19234258 59.17117585 31.56830106 31.49617129] with error 0.0627
EYD tableau: [75, 70, 59, 37, 33, 26] with error 0.0628
MLE tableau: [64.33052172 64.24148749 64.19234258 35.77117585 35.76830106 35.69617129] with error 0.0637
EYD tableau: [81, 66, 51, 43, 34, 25] with error 0.0574
MLE tableau: [67.13052172 67.04148749 41.56830106 41.49617129 41.39234258 41.37117585] with error 0.07
EYD tableau: [78, 67, 48, 44, 39, 24] with error 0.0508
MLE tableau: [63.84148749 63.73052172 46.39234258 46.37117585 46.36830106 33.29617129] with error 0.0487
EYD tableau: [85, 66, 57, 40, 28, 24] with error 0.0761
MLE tableau: [66.24148749 66.19234258 66.13052172 33.89617129 33.77117585 33.76830106] with error 0.0702
EYD tableau: [79, 67, 48, 44, 38, 24] with error 0.0541
MLE tableau: [66.13052172 66.04148749 41.99234258 41.97117585 41.96830106 41.89617129] with error 0.0704
EYD tableau: [81, 62, 50, 43, 34, 30] with error 0.0518
MLE tableau: [72.64148749 45.56830106 45.53052172 45.49617129 45.39234258 45.37117585] with error 0.0957
